regulator	target	category	evidence	source	regulator.association.disease	target.association.disease	is_regulator_in_disease	is_target_in_disease	target.reg	regulator.reg
E2F1	hsa-let-7b	tf-mirna	Experimental	PMID20584335	Breast Neoplasms, Melanoma, Carcinoma, Hepatocellular	Colonic Neoplasms, Heart Failure, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Neoplasms, Neoplasms, Neoplasms, Ovarian Neoplasms, Neoplasms, Digestive System Neoplasms, Head and Neck Neoplasms, Neoplasms, Sarcoma, Kaposi, Lung Neoplasms, Melanoma, Pancreatic Neoplasms, Pituitary Neoplasms, Lymphoma, Primary Effusion, Adrenocortical Carcinoma, Neurodegenerative Diseases, Neoplasms, Carcinoma, Hepatocellular, Mouth Neoplasms, Neoplasms, Retinoblastoma, Asthma, Carcinoma, Hepatocellular, Leukemia, Myeloid, Acute, Mouth Neoplasms, Ovarian Neoplasms, Hypertrophy, Carcinoma, Renal Cell, Precursor Cell Lymphoblastic Leukemia-Lymphoma, Pre-Eclampsia, Myelodysplastic Syndromes, Nasopharyngeal Neoplasms, Liposarcoma, Pancreatic Neoplasms, Carcinoma, Non-Small-Cell Lung, Inflammation, Colorectal Neoplasms, Endometrial Neoplasms, Pancreatic Neoplasms, Breast Neoplasms, Lung Neoplasms, Endometriosis, Cataract, Breast Neoplasms, Hepatitis C, Breast Neoplasms, Liver Neoplasms, Prostatic Neoplasms, Breast Neoplasms, Esophageal Neoplasms, Sarcoma, Ewing, Precursor Cell Lymphoblastic Leukemia-Lymphoma, Carcinoma, Hepatocellular, Carcinoma, Non-Small-Cell Lung, Carcinoma, Non-Small-Cell Lung, Melanoma	TRUE	TRUE	0	1
E2F1	HIST1H2AM	tf-gene	Experimental	Transfac	Breast Neoplasms, Melanoma, Carcinoma, Hepatocellular		TRUE	FALSE	1	1
E2F1	DIRAS3	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Melanoma, Carcinoma, Hepatocellular		TRUE	FALSE	1	1
E2F1	CDKN2A	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Melanoma, Carcinoma, Hepatocellular	Melanoma-Pancreatic Cancer Syndrome, MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 2, Lung Neoplasms, Stomach Neoplasms, Esophageal Neoplasms, Neoplasms, Adenocarcinoma, Glioma, Precursor Cell Lymphoblastic Leukemia-Lymphoma, Carcinoma, Non-Small-Cell Lung, Multiple Myeloma, Lymphoma, Pancreatic Neoplasms, Urinary Bladder Neoplasms, Mesothelioma, Neuroblastoma, Lymphoma, Large B-Cell, Diffuse, Brain Neoplasms, Adenocarcinoma Of Esophagus, Liver Neoplasms, Li-Fraumeni Syndrome, Vulvar Lichen Sclerosus, Glaucoma, Sarcoma family syndrome of Li and Fraumeni, Melanoma astrocytoma syndrome, Peripheral Nervous System Diseases, Poisoning, Translocation, Genetic, Urogenital Neoplasms	TRUE	FALSE	1	1
E2F1	TP73	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Melanoma, Carcinoma, Hepatocellular	Rhabdomyosarcoma, Alveolar	TRUE	FALSE	1	1
E2F1	STMN1	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Melanoma, Carcinoma, Hepatocellular	Carcinoma, Glioma, Prostatic Neoplasms, Breast Neoplasms, Mammary Neoplasms, Animal, Mammary Neoplasms, Experimental	TRUE	FALSE	1	1
E2F1	TERT	tf-gene	Experimental	Transfac	Breast Neoplasms, Melanoma, Carcinoma, Hepatocellular	Lung Neoplasms, Carcinoma, Hepatocellular, Breast Neoplasms, Glioma, Dyskeratosis Congenita, Prostatic Neoplasms, Idiopathic Pulmonary Fibrosis, Urinary Bladder Neoplasms, Anemia, Aplastic, Carcinoma, Non-Small-Cell Lung, Melanoma, Cri-du-Chat Syndrome, Ovarian Neoplasms, Uterine Cervical Neoplasms, Dyskeratosis Congenita, Autosomal Dominant, Leukemia, Myelogenous, Chronic, BCR-ABL Positive, Hoyeraal Hreidarsson syndrome, DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT, 2, Carcinoma, Basal Cell, Coronary Artery Disease, Disease Progression, Kidney Diseases, Reperfusion Injury	TRUE	TRUE	1	1
E2F1	ABCC10	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Melanoma, Carcinoma, Hepatocellular		TRUE	FALSE	1	1
E2F1	CCNA2	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Melanoma, Carcinoma, Hepatocellular	Peripheral Nervous System Diseases	TRUE	FALSE	1	1
E2F1	E2F1	tf-gene	Experimental	Transfac	Breast Neoplasms, Melanoma, Carcinoma, Hepatocellular	Breast Neoplasms, Melanoma, Carcinoma, Hepatocellular	TRUE	TRUE	1	1
E2F1	CDC6	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Melanoma, Carcinoma, Hepatocellular	Meier-Gorlin syndrome, MEIER-GORLIN SYNDROME 5, Peripheral Nervous System Diseases, Polycystic Ovary Syndrome	TRUE	FALSE	1	1
E2F1	E2F2	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Melanoma, Carcinoma, Hepatocellular		TRUE	FALSE	1	1
E2F1	CDC25A	tf-gene	Experimental	Transfac	Breast Neoplasms, Melanoma, Carcinoma, Hepatocellular		TRUE	FALSE	1	1
E2F1	PBK	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Melanoma, Carcinoma, Hepatocellular	Polycystic Ovary Syndrome	TRUE	FALSE	1	1
E2F1	GADD45B	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Melanoma, Carcinoma, Hepatocellular	Arsenic Poisoning, Skin Diseases	TRUE	FALSE	1	1
E2F1	CCNE1	tf-gene	Experimental	Transfac	Breast Neoplasms, Melanoma, Carcinoma, Hepatocellular	Carcinoma, Hepatocellular, Ovarian Neoplasms, Breast Neoplasms, Disease Progression, Medulloblastoma, Recurrence, Urinary Bladder Neoplasms	TRUE	TRUE	1	1
E2F1	CYC1	tf-gene	Experimental	Transfac	Breast Neoplasms, Melanoma, Carcinoma, Hepatocellular		TRUE	FALSE	1	1
E2F1	ORC1L	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Melanoma, Carcinoma, Hepatocellular		TRUE	FALSE	1	1
E2F1	CCND1	tf-gene	Experimental	Transfac	Breast Neoplasms, Melanoma, Carcinoma, Hepatocellular	Colorectal Neoplasms, Prostatic Neoplasms, Carcinoma, Transitional Cell, Mammary Neoplasms, Experimental, Carcinoma, Breast Neoplasms, Multiple Myeloma, Carcinoma, Hepatocellular, Stomach Neoplasms, Leukemia, Lymphocytic, Chronic, B-Cell, Esophageal Neoplasms, Lung Neoplasms, Leukemia, Hyperplasia, Hyperparathyroidism, Carcinoma, Adenoid Cystic, von Hippel-Lindau Disease, Precancerous Conditions, Colonic Neoplasms, Brain Neoplasms, Kidney Neoplasms, Papilloma, Intestinal Polyps, Cecal Neoplasms, Cell Transformation, Neoplastic, Hemangiosarcoma, Mammary Neoplasms, Animal, Myocardial Ischemia, Neoplasms, Experimental, Salivary Gland Neoplasms, Urologic Neoplasms	TRUE	TRUE	1	1
E2F1	CDKN2C	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Melanoma, Carcinoma, Hepatocellular		TRUE	FALSE	1	1
E2F1	PCSK6	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Melanoma, Carcinoma, Hepatocellular		TRUE	FALSE	1	1
E2F1	MYC	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Melanoma, Carcinoma, Hepatocellular	Burkitt Lymphoma, Carcinoma, Hepatocellular, Colonic Neoplasms, Neoplasms, Prostatic Neoplasms, Medulloblastoma, Liver Neoplasms, Neuroblastoma, Glioblastoma, Ovarian Neoplasms, Hemangiosarcoma, Neuroectodermal Tumors, Lung Neoplasms, Myelodysplastic Syndromes, Stomach Neoplasms, Cardiomyopathy, Hypertrophic, Cell Transformation, Neoplastic, Hypertrophy, Left Ventricular, Liver Neoplasms, Experimental	TRUE	TRUE	1	1
E2F2	ECE1	tf-gene	Experimental	Oreganno		Hypertension, Hypertension, Essential, Heart Defects, Congenital, Hirschsprung Disease, Hirschsprung Disease, Cardiac Defects, and Autonomic Dysfunction, Autonomic Nervous System Diseases, Craniofacial Abnormalities, Diabetes Mellitus, Type 2	FALSE	FALSE	1	1
EGR1	ID1	tf-gene	Experimental	PMID20584335	Reperfusion Injury, Prostatic Neoplasms, Anoxia, Ischemia, Cholestasis, Brain Ischemia, Cholestasis, Intrahepatic, Cocaine-Related Disorders, Inflammation, Mesothelioma	Neoplasms, Diabetes Mellitus, Experimental, Diabetes Mellitus, Type 2, Mammary Neoplasms, Experimental, Myocardial Ischemia	FALSE	FALSE	1	1
EGR1	ACE	tf-gene	Experimental	Transfac	Reperfusion Injury, Prostatic Neoplasms, Anoxia, Ischemia, Cholestasis, Brain Ischemia, Cholestasis, Intrahepatic, Cocaine-Related Disorders, Inflammation, Mesothelioma	Hypertension, Myocardial Infarction, Alzheimer Disease, Diabetic Nephropathies, Heart Failure, Stroke, Coronary Artery Disease, Cardiovascular Diseases, Lung Diseases, Diabetes Mellitus, Experimental, Coronary Disease, Hypertrophy, Left Ventricular, Kidney Diseases, Pre-Eclampsia, Kidney Failure, Chronic, Glomerulonephritis, IGA, Atrial Fibrillation, Glycogen Storage Disease Type V, Stomach Neoplasms, Coronary Restenosis, Hypertension, Pulmonary, Cough, Renal Insufficiency, Brain Ischemia, Carcinoma, Hepatocellular, Meningococcal Infections, Gaucher Disease, Infant, Premature, Diseases, Arrhythmias, Cardiac, Cerebral Hemorrhage, Lung Neoplasms, Prostatic Neoplasms, Severe Acute Respiratory Syndrome, Allanson Pantzar McLeod syndrome, Infertility, Male, Neoplasm Metastasis, Drug Hypersensitivity, Adenocarcinoma, Berylliosis, Death, Sudden, Genetic Predisposition to Disease, Hypotension, MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 1, MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 3, Non-alcoholic Fatty Liver Disease, Pneumonia, Viral, Psychoses, Substance-Induced, Respiratory Tract Diseases, Vascular System Injuries	FALSE	TRUE	1	1
EGR1	PTGES	tf-gene	Experimental	Transfac	Reperfusion Injury, Prostatic Neoplasms, Anoxia, Ischemia, Cholestasis, Brain Ischemia, Cholestasis, Intrahepatic, Cocaine-Related Disorders, Inflammation, Mesothelioma	Hydronephrosis, Polyuria	FALSE	FALSE	1	1
EGR1	SOD1	tf-gene	Experimental	Transfac	Reperfusion Injury, Prostatic Neoplasms, Anoxia, Ischemia, Cholestasis, Brain Ischemia, Cholestasis, Intrahepatic, Cocaine-Related Disorders, Inflammation, Mesothelioma	Amyotrophic lateral sclerosis 1, Amyotrophic Lateral Sclerosis, Hypertension, Deficiency Diseases, Motor Neuron Disease, Down Syndrome, Atherosclerosis, Diabetes Mellitus, Type 2, Ischemia, Parkinson Disease, Nerve Degeneration, Brain Ischemia, Myocardial Infarction, Reperfusion Injury, Diabetic Retinopathy, Nervous System Diseases, Stroke, Depressive Disorder, Glioma, Liver Diseases, Heart Failure, Hyperthyroidism, Anemia, Iron-Deficiency, Asphyxia Neonatorum, Cell Transformation, Neoplastic, Diabetes Mellitus, Experimental, Disease Models, Animal, Drug-Induced Liver Injury, Fatty Liver, Alcoholic, Fetal Growth Retardation, Gait Disorders, Neurologic, Hearing Loss, Hypotension, Hypothermia, Ischemic Attack, Transient, Necrosis, Nephrosis, Ovarian Neoplasms, Protein Deficiency, Proteinuria, Radiation Injuries, Experimental, Retinal Degeneration, Schistosomiasis mansoni, Scrapie, Spinal Cord Injuries	FALSE	FALSE	1	1
EGR1	FOSL1	tf-gene	Experimental	Transfac	Reperfusion Injury, Prostatic Neoplasms, Anoxia, Ischemia, Cholestasis, Brain Ischemia, Cholestasis, Intrahepatic, Cocaine-Related Disorders, Inflammation, Mesothelioma		FALSE	FALSE	1	1
EGR1	CAT	tf-gene	Experimental	PMID20584335	Reperfusion Injury, Prostatic Neoplasms, Anoxia, Ischemia, Cholestasis, Brain Ischemia, Cholestasis, Intrahepatic, Cocaine-Related Disorders, Inflammation, Mesothelioma	Fatty Liver, Brain Ischemia, Diabetes Mellitus, Experimental, Kidney Failure, Chronic, Myocardial Infarction, Myocardial Reperfusion Injury, Reperfusion Injury, Stomach Ulcer, Hypertension, Diabetes Mellitus, Type 2, Asthma, Diabetes Mellitus, Diabetic Neuropathies, Arthritis, Rheumatoid, Psoriasis, Acatalasia, Neoplasms, Diabetes Mellitus, Type 1, Neoplasm Metastasis, Carcinoma, Non-Small-Cell Lung, Heart Failure, Liver Cirrhosis, Alcoholic, Precancerous Conditions, Abnormalities, Drug-Induced, Acute Lung Injury, Arthritis, Experimental, Asphyxia Neonatorum, Autistic Disorder, Behcet Syndrome, Cardiomyopathies, Cell Transformation, Neoplastic, Disease Progression, Drug-Induced Liver Injury, Dyskinesia, Drug-Induced, Edema, Hepatitis, Hyperemia, Hypotension, Keratosis, Lymphoma, Large B-Cell, Diffuse, Mesothelioma, Necrosis, Neoplasm Invasiveness, Osteoporosis, Postmenopausal, Phobic Disorders, Protein Deficiency, Pulmonary Edema, Pulmonary Embolism, Seizures, Status Epilepticus	FALSE	FALSE	1	1
EGR1	RET	tf-gene	Experimental	Transfac	Reperfusion Injury, Prostatic Neoplasms, Anoxia, Ischemia, Cholestasis, Brain Ischemia, Cholestasis, Intrahepatic, Cocaine-Related Disorders, Inflammation, Mesothelioma	Pheochromocytoma, Multiple Endocrine Neoplasia Type 2b, Multiple Endocrine Neoplasia Type 2a, Familial medullary thyroid carcinoma, Congenital central hypoventilation syndrome, Hirschsprung disease 1, Hirschsprung Disease, Thyroid Neoplasms, Multiple Endocrine Neoplasia, Thyroid cancer, medullary, Carcinoma, Medullary, Hereditary renal agenesis, Renal Adysplasia, Amyloidosis, Familial, Burkitt Lymphoma, Colorectal Neoplasms, Status Epilepticus	FALSE	FALSE	1	1
EGR1	COL1A2	tf-gene	Experimental	Transfac	Reperfusion Injury, Prostatic Neoplasms, Anoxia, Ischemia, Cholestasis, Brain Ischemia, Cholestasis, Intrahepatic, Cocaine-Related Disorders, Inflammation, Mesothelioma	Osteogenesis imperfecta, type 3, Osteogenesis imperfecta, type 4, Osteogenesis imperfecta, type 2A, Osteoporosis, Oral Submucous Fibrosis, osteogenesis imperfecta tarda, Osteoarthritis, Abortion, Spontaneous, Ehlers-Danlos syndrome, cardiac valvular form, Ehlers-Danlos Syndrome, Type VII, Autosomal Dominant, Fibrosis, Heart Valve Diseases	FALSE	FALSE	1	1
EGR1	MAOB	tf-gene	Experimental	Transfac	Reperfusion Injury, Prostatic Neoplasms, Anoxia, Ischemia, Cholestasis, Brain Ischemia, Cholestasis, Intrahepatic, Cocaine-Related Disorders, Inflammation, Mesothelioma	Parkinson Disease, Schizophrenia, Autistic Disorder, Anemia, Megaloblastic, Colonic Neoplasms, Endometriosis, Hypotension	FALSE	FALSE	1	1
EGR1	COL2A1	tf-gene	Experimental	Transfac	Reperfusion Injury, Prostatic Neoplasms, Anoxia, Ischemia, Cholestasis, Brain Ischemia, Cholestasis, Intrahepatic, Cocaine-Related Disorders, Inflammation, Mesothelioma	Spondyloepiphyseal dysplasia, congenita, Achondrogenesis type 2, Platyspondylic Lethal Skeletal Dysplasia, Torrance Type, Stickler Syndrome, Type I, Nonsyndromic Ocular, Stickler syndrome, type 1, Kniest dysplasia, Strudwick syndrome, Osteoarthritis with Mild Chondrodysplasia, Epiphyseal Dysplasia, Multiple, with Myopia and Conductive Deafness, Osteoarthritis, Myopia, Retinal Detachment, Hearing Loss, Sensorineural, Osteochondrodysplasias, Spondyloperipheral dysplasia short ulna, Cleft Palate, Hyaloideoretinal degeneration of Wagner, Legg-Calve-Perthes Disease, Czech dysplasia, metatarsal type, Cataract, Nance Sweeney chondrodysplasia, Avascular necrosis of the head of femur, Arthritis, Experimental, Craniofacial Abnormalities, Femur Head Necrosis, Melanoma, Spondylometaphyseal dysplasia, Kozlowski type	FALSE	FALSE	1	1
EGR1	NDRG1	tf-gene	Experimental	Transfac	Reperfusion Injury, Prostatic Neoplasms, Anoxia, Ischemia, Cholestasis, Brain Ischemia, Cholestasis, Intrahepatic, Cocaine-Related Disorders, Inflammation, Mesothelioma	Neuropathy, hereditary motor and sensory, LOM type, Neoplasm Metastasis, Breast Neoplasms, Prostatic Neoplasms, Kidney Neoplasms, Melanoma, Carcinoma, Non-Small-Cell Lung, Carcinoma, Renal Cell, Glioblastoma, Astrocytoma, Carcinoma, Pancreatic Ductal, Hemangioblastoma, Liver Neoplasms, Small Cell Lung Carcinoma, Smooth Muscle Tumor	FALSE	FALSE	1	1
EGR1	NAB2	tf-gene	Experimental	PMID20584335	Reperfusion Injury, Prostatic Neoplasms, Anoxia, Ischemia, Cholestasis, Brain Ischemia, Cholestasis, Intrahepatic, Cocaine-Related Disorders, Inflammation, Mesothelioma	Solitary Fibrous Tumors	FALSE	FALSE	1	1
EGR1	GADD45A	tf-gene	Experimental	PMID20584335	Reperfusion Injury, Prostatic Neoplasms, Anoxia, Ischemia, Cholestasis, Brain Ischemia, Cholestasis, Intrahepatic, Cocaine-Related Disorders, Inflammation, Mesothelioma	Pancreatic Neoplasms, Ovarian Neoplasms, Prostatic Neoplasms, Chloracne, Drug-Induced Liver Injury, HIV Infections, Stomach Neoplasms	FALSE	FALSE	1	1
EGR1	PTP4A1	tf-gene	Experimental	PMID20584335	Reperfusion Injury, Prostatic Neoplasms, Anoxia, Ischemia, Cholestasis, Brain Ischemia, Cholestasis, Intrahepatic, Cocaine-Related Disorders, Inflammation, Mesothelioma		FALSE	FALSE	1	1
EGR1	CCND1	tf-gene	Experimental	PMID20584335	Reperfusion Injury, Prostatic Neoplasms, Anoxia, Ischemia, Cholestasis, Brain Ischemia, Cholestasis, Intrahepatic, Cocaine-Related Disorders, Inflammation, Mesothelioma	Colorectal Neoplasms, Prostatic Neoplasms, Carcinoma, Transitional Cell, Mammary Neoplasms, Experimental, Carcinoma, Breast Neoplasms, Multiple Myeloma, Carcinoma, Hepatocellular, Stomach Neoplasms, Leukemia, Lymphocytic, Chronic, B-Cell, Esophageal Neoplasms, Lung Neoplasms, Leukemia, Hyperplasia, Hyperparathyroidism, Carcinoma, Adenoid Cystic, von Hippel-Lindau Disease, Precancerous Conditions, Colonic Neoplasms, Brain Neoplasms, Kidney Neoplasms, Papilloma, Intestinal Polyps, Cecal Neoplasms, Cell Transformation, Neoplastic, Hemangiosarcoma, Mammary Neoplasms, Animal, Myocardial Ischemia, Neoplasms, Experimental, Salivary Gland Neoplasms, Urologic Neoplasms	FALSE	TRUE	1	1
EGR1	PDGFA	tf-gene	Experimental	PMID20584335	Reperfusion Injury, Prostatic Neoplasms, Anoxia, Ischemia, Cholestasis, Brain Ischemia, Cholestasis, Intrahepatic, Cocaine-Related Disorders, Inflammation, Mesothelioma	Carcinoma, Breast Neoplasms, Pulmonary Fibrosis, Thrombocythemia, Essential, Amyotrophic lateral sclerosis 1, Bone Diseases, Endocrine, Lung Diseases, Mammary Neoplasms, Animal, Mammary Neoplasms, Experimental, Mesothelioma	FALSE	FALSE	1	1
EGR1	FLT1	tf-gene	Experimental	PMID20584335	Reperfusion Injury, Prostatic Neoplasms, Anoxia, Ischemia, Cholestasis, Brain Ischemia, Cholestasis, Intrahepatic, Cocaine-Related Disorders, Inflammation, Mesothelioma	Pre-Eclampsia, Melanoma, Neoplasm Metastasis, Carcinoma, Renal Cell, Hemangiosarcoma, Cerebral Hemorrhage, Drug-Induced Liver Injury, Liver Cirrhosis, Osteochondrodysplasias, Skin Neoplasms, Uremia	FALSE	FALSE	1	1
EGR1	LDLR	tf-gene	Experimental	PMID20584335	Reperfusion Injury, Prostatic Neoplasms, Anoxia, Ischemia, Cholestasis, Brain Ischemia, Cholestasis, Intrahepatic, Cocaine-Related Disorders, Inflammation, Mesothelioma	HYPERCHOLESTEROLEMIA, FAMILIAL, Hypercholesterolemia, Hyperlipoproteinemia Type II, Atherosclerosis, Coronary Disease, Coronary Artery Disease, Hyperlipidemias, Dyslipidemias, Non-alcoholic Fatty Liver Disease, Amyotrophic lateral sclerosis 1, Hyperplasia	FALSE	FALSE	1	1
ESR1	HOXA10	tf-gene	Experimental	Transfac	Breast Neoplasms, Alzheimer Disease, Neoplasm Metastasis, Carcinoma, Coronary Artery Disease, Migraine Disorders, Obesity, Leiomyoma, Myocardial Infarction, Infertility, Male, Atherosclerosis, Prostatic Neoplasms, Adenocarcinoma, Carcinoma, Hepatocellular, Lung Neoplasms, Leukemia, Oligospermia, Bone Diseases, Metabolic, Disease Models, Animal, Disease Progression, Female Urogenital Diseases, Feminization, Glomerulonephritis, Liver Neoplasms, Mammary Neoplasms, Animal, Mammary Neoplasms, Experimental, Mesothelioma, Neoplasm Recurrence, Local, Peripheral Nervous System Diseases, Prostatic Intraepithelial Neoplasia, Psychoses, Substance-Induced, Urinary Bladder Neoplasms	Endometrial Neoplasms, Adenocarcinoma, Female Urogenital Diseases	TRUE	FALSE	1	1
